narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
S07_Brownie_0000047,S07,S07_Brownie,0 days 00:01:41.801000,0 days 00:01:41.801000,0 days 00:01:42.301000,3054,3069,put cap top,put,2,cap,9,"['cap', 'top']","[9, 39]"
S07_Brownie_0000048,S07,S07_Brownie,0 days 00:01:42.301000,0 days 00:01:42.301000,0 days 00:01:42.801000,3069,3084,take cup top,take,1,cup,12,"['cup', 'top']","[12, 39]"
S07_Brownie_0000049,S07,S07_Brownie,0 days 00:01:42.801000,0 days 00:01:42.801000,0 days 00:01:43.834000,3084,3115,take bottle top,take,1,bottle,3,"['bottle', 'top']","[3, 39]"
S07_Brownie_0000050,S07,S07_Brownie,0 days 00:01:43.834000,0 days 00:01:43.834000,0 days 00:01:50.804000,3115,3324,fill oil bottle cup,fill,5,oil,24,"['oil', 'bottle', 'cup']","[24, 3, 12]"
S07_Brownie_0000051,S07,S07_Brownie,0 days 00:01:50.804000,0 days 00:01:50.804000,0 days 00:01:51.317000,3324,3339,put bottle top,put,2,bottle,3,"['bottle', 'top']","[3, 39]"
S07_Brownie_0000052,S07,S07_Brownie,0 days 00:01:51.317000,0 days 00:01:51.317000,0 days 00:01:51.821000,3339,3354,put cup top,put,2,cup,12,"['cup', 'top']","[12, 39]"
S07_Brownie_0000053,S07,S07_Brownie,0 days 00:01:51.821000,0 days 00:01:51.821000,0 days 00:01:52.334000,3354,3370,take cap top,take,1,cap,9,"['cap', 'top']","[9, 39]"
S07_Brownie_0000054,S07,S07_Brownie,0 days 00:01:52.334000,0 days 00:01:52.334000,0 days 00:01:54.767000,3370,3443,close bottle,close,3,bottle,3,['bottle'],[3]
S07_Brownie_0000055,S07,S07_Brownie,0 days 00:01:54.767000,0 days 00:01:54.767000,0 days 00:01:56.267000,3443,3488,take cup top,take,1,cup,12,"['cup', 'top']","[12, 39]"
S07_Brownie_0000056,S07,S07_Brownie,0 days 00:01:56.267000,0 days 00:01:56.267000,0 days 00:02:02.201000,3488,3666,fill oil cup bowl,fill,5,oil,24,"['oil', 'cup', 'bowl']","[24, 12, 4]"
S07_Brownie_0000057,S07,S07_Brownie,0 days 00:02:02.201000,0 days 00:02:02.201000,0 days 00:02:03.267000,3666,3698,put cup top,put,2,cup,12,"['cup', 'top']","[12, 39]"
S07_Brownie_0000058,S07,S07_Brownie,0 days 00:02:03.267000,0 days 00:02:03.267000,0 days 00:02:05.867000,3698,3776,take bottle top,take,1,bottle,3,"['bottle', 'top']","[3, 39]"
S07_Brownie_0000059,S07,S07_Brownie,0 days 00:02:05.867000,0 days 00:02:05.867000,0 days 00:02:07.767000,3776,3833,put bottle cupboard,put,2,bottle,3,"['bottle', 'cupboard']","[3, 13]"
S07_Brownie_0000060,S07,S07_Brownie,0 days 00:02:07.767000,0 days 00:02:07.767000,0 days 00:02:10.101000,3833,3903,take can cupboard,take,1,can,8,"['can', 'cupboard']","[8, 13]"
S07_Brownie_0000061,S07,S07_Brownie,0 days 00:02:10.101000,0 days 00:02:10.101000,0 days 00:02:11.234000,3903,3937,put can top,put,2,can,8,"['can', 'top']","[8, 39]"
S07_Brownie_0000062,S07,S07_Brownie,0 days 00:02:11.234000,0 days 00:02:11.234000,0 days 00:02:12.867000,3937,3986,close cupboard,close,3,cupboard,13,['cupboard'],[13]
S07_Brownie_0000063,S07,S07_Brownie,0 days 00:02:12.867000,0 days 00:02:12.867000,0 days 00:02:14.800000,3986,4044,open cupboard,open,0,cupboard,13,['cupboard'],[13]
S07_Brownie_0000064,S07,S07_Brownie,0 days 00:02:14.800000,0 days 00:02:14.800000,0 days 00:02:16.437000,4044,4093,take box cupboard,take,1,box,5,"['box', 'cupboard']","[5, 13]"
S07_Brownie_0000065,S07,S07_Brownie,0 days 00:02:16.437000,0 days 00:02:16.437000,0 days 00:02:27.134000,4093,4414,open box,open,0,box,5,['box'],[5]
S07_Brownie_0000066,S07,S07_Brownie,0 days 00:02:27.134000,0 days 00:02:27.134000,0 days 00:02:27.901000,4414,4437,put box top,put,2,box,5,"['box', 'top']","[5, 39]"
S07_Brownie_0000067,S07,S07_Brownie,0 days 00:02:27.901000,0 days 00:02:27.901000,0 days 00:02:36.901000,4437,4707,open bag,open,0,bag,1,['bag'],[1]
S07_Brownie_0000068,S07,S07_Brownie,0 days 00:02:36.901000,0 days 00:02:36.901000,0 days 00:02:38.601000,4707,4758,open drawer,open,0,drawer,15,['drawer'],[15]
S07_Brownie_0000069,S07,S07_Brownie,0 days 00:02:38.601000,0 days 00:02:38.601000,0 days 00:02:41.867000,4758,4856,take scissors drawer,take,1,scissors,32,"['scissors', 'drawer']","[32, 15]"
S07_Brownie_0000070,S07,S07_Brownie,0 days 00:02:41.867000,0 days 00:02:41.867000,0 days 00:02:44.767000,4856,4943,open bag,open,0,bag,1,['bag'],[1]
S07_Brownie_0000071,S07,S07_Brownie,0 days 00:02:44.767000,0 days 00:02:44.767000,0 days 00:02:45.667000,4943,4970,put scissors drawer,put,2,scissors,32,"['scissors', 'drawer']","[32, 15]"
S07_Brownie_0000072,S07,S07_Brownie,0 days 00:02:45.667000,0 days 00:02:45.667000,0 days 00:02:48.101000,4970,5043,open bag,open,0,bag,1,['bag'],[1]
S07_Brownie_0000073,S07,S07_Brownie,0 days 00:02:48.101000,0 days 00:02:48.101000,0 days 00:02:49.334000,5043,5080,close drawer,close,3,drawer,15,['drawer'],[15]
S07_Brownie_0000074,S07,S07_Brownie,0 days 00:02:49.334000,0 days 00:02:49.334000,0 days 00:02:50.367000,5080,5111,take box top,take,1,box,5,"['box', 'top']","[5, 39]"
S07_Brownie_0000075,S07,S07_Brownie,0 days 00:02:50.367000,0 days 00:02:50.367000,0 days 00:02:51.367000,5111,5141,take bag box,take,1,bag,1,"['bag', 'box']","[1, 5]"
S07_Brownie_0000076,S07,S07_Brownie,0 days 00:02:51.367000,0 days 00:02:51.367000,0 days 00:02:53.201000,5141,5196,put box top,put,2,box,5,"['box', 'top']","[5, 39]"
S07_Brownie_0000077,S07,S07_Brownie,0 days 00:02:53.201000,0 days 00:02:53.201000,0 days 00:03:17.901000,5196,5937,fill mixture bag bowl,fill,5,mixture,23,"['mixture', 'bag', 'bowl']","[23, 1, 4]"
S07_Brownie_0000078,S07,S07_Brownie,0 days 00:03:17.901000,0 days 00:03:17.901000,0 days 00:03:20.634000,5937,6019,put bag box,put,2,bag,1,"['bag', 'box']","[1, 5]"
S07_Brownie_0000079,S07,S07_Brownie,0 days 00:03:20.634000,0 days 00:03:20.634000,0 days 00:03:21.367000,6019,6041,take box top,take,1,box,5,"['box', 'top']","[5, 39]"
S07_Brownie_0000080,S07,S07_Brownie,0 days 00:03:21.367000,0 days 00:03:21.367000,0 days 00:03:23.401000,6041,6102,put box sink,put,2,box,5,"['box', 'sink']","[5, 34]"
S07_Brownie_0000081,S07,S07_Brownie,0 days 00:03:23.401000,0 days 00:03:23.401000,0 days 00:03:23.934000,6102,6118,take fork bowl,take,1,fork,17,"['fork', 'bowl']","[17, 4]"
S07_Brownie_0000082,S07,S07_Brownie,0 days 00:03:23.934000,0 days 00:03:23.934000,0 days 00:04:05.501000,6118,7365,mix bowl fork,mix,6,bowl,4,"['bowl', 'fork']","[4, 17]"
S07_Brownie_0000083,S07,S07_Brownie,0 days 00:04:05.501000,0 days 00:04:05.501000,0 days 00:04:06.601000,7365,7398,put fork bowl,put,2,fork,17,"['fork', 'bowl']","[17, 4]"
S07_Brownie_0000084,S07,S07_Brownie,0 days 00:04:06.601000,0 days 00:04:06.601000,0 days 00:04:09.767000,7398,7493,open cupboard,open,0,cupboard,13,['cupboard'],[13]
S07_Brownie_0000085,S07,S07_Brownie,0 days 00:04:09.767000,0 days 00:04:09.767000,0 days 00:04:12.767000,7493,7583,take pan cupboard,take,1,pan,26,"['pan', 'cupboard']","[26, 13]"
S07_Brownie_0000086,S07,S07_Brownie,0 days 00:04:12.767000,0 days 00:04:12.767000,0 days 00:04:14.201000,7583,7626,close cupboard,close,3,cupboard,13,['cupboard'],[13]
S07_Brownie_0000087,S07,S07_Brownie,0 days 00:04:14.201000,0 days 00:04:14.201000,0 days 00:04:16.801000,7626,7704,put pan top,put,2,pan,26,"['pan', 'top']","[26, 39]"
S07_Brownie_0000088,S07,S07_Brownie,0 days 00:04:16.801000,0 days 00:04:16.801000,0 days 00:04:18.967000,7704,7769,open cupboard,open,0,cupboard,13,['cupboard'],[13]
S07_Brownie_0000089,S07,S07_Brownie,0 days 00:04:18.967000,0 days 00:04:18.967000,0 days 00:04:19.567000,7769,7787,close cupboard,close,3,cupboard,13,['cupboard'],[13]
S07_Brownie_0000090,S07,S07_Brownie,0 days 00:04:19.567000,0 days 00:04:19.567000,0 days 00:04:20.834000,7787,7825,take can top,take,1,can,8,"['can', 'top']","[8, 39]"
S07_Brownie_0000091,S07,S07_Brownie,0 days 00:04:20.834000,0 days 00:04:20.834000,0 days 00:04:21.701000,7825,7851,open can,open,0,can,8,['can'],[8]
S07_Brownie_0000092,S07,S07_Brownie,0 days 00:04:21.701000,0 days 00:04:21.701000,0 days 00:04:22.601000,7851,7878,put cap top,put,2,cap,9,"['cap', 'top']","[9, 39]"
S07_Brownie_0000093,S07,S07_Brownie,0 days 00:04:22.601000,0 days 00:04:22.601000,0 days 00:04:24.167000,7878,7925,shake can,shake,7,can,8,['can'],[8]
S07_Brownie_0000094,S07,S07_Brownie,0 days 00:04:24.167000,0 days 00:04:24.167000,0 days 00:04:33.134000,7925,8194,fill butter can pan,fill,5,butter,7,"['butter', 'can', 'pan']","[7, 8, 26]"
S07_Brownie_0000095,S07,S07_Brownie,0 days 00:04:33.134000,0 days 00:04:33.134000,0 days 00:04:34.001000,8194,8220,take cap top,take,1,cap,9,"['cap', 'top']","[9, 39]"
S07_Brownie_0000096,S07,S07_Brownie,0 days 00:04:34.001000,0 days 00:04:34.001000,0 days 00:04:35.901000,8220,8277,close can,close,3,can,8,['can'],[8]
S07_Brownie_0000097,S07,S07_Brownie,0 days 00:04:35.901000,0 days 00:04:35.901000,0 days 00:04:36.701000,8277,8301,put can top,put,2,can,8,"['can', 'top']","[8, 39]"
S07_Brownie_0000098,S07,S07_Brownie,0 days 00:04:36.701000,0 days 00:04:36.701000,0 days 00:04:37.534000,8301,8326,take fork bowl,take,1,fork,17,"['fork', 'bowl']","[17, 4]"
S07_Brownie_0000099,S07,S07_Brownie,0 days 00:04:37.534000,0 days 00:04:37.534000,0 days 00:04:39.334000,8326,8380,mix bowl fork,mix,6,bowl,4,"['bowl', 'fork']","[4, 17]"
S07_Brownie_0000100,S07,S07_Brownie,0 days 00:04:39.334000,0 days 00:04:39.334000,0 days 00:04:43.401000,8380,8502,take bowl top,take,1,bowl,4,"['bowl', 'top']","[4, 39]"
S07_Brownie_0000101,S07,S07_Brownie,0 days 00:04:43.401000,0 days 00:04:43.401000,0 days 00:04:47.234000,8502,8617,put fork sink,put,2,fork,17,"['fork', 'sink']","[17, 34]"
S07_Brownie_0000102,S07,S07_Brownie,0 days 00:04:47.234000,0 days 00:04:47.234000,0 days 00:05:17.367000,8617,9521,fill dough bowl pan,fill,5,dough,14,"['dough', 'bowl', 'pan']","[14, 4, 26]"
S07_Brownie_0000103,S07,S07_Brownie,0 days 00:05:17.367000,0 days 00:05:17.367000,0 days 00:05:22.934000,9521,9688,put bowl sink,put,2,bowl,4,"['bowl', 'sink']","[4, 34]"
S07_Brownie_0000104,S07,S07_Brownie,0 days 00:05:22.934000,0 days 00:05:22.934000,0 days 00:05:26.801000,9688,9804,open oven,open,0,oven,25,['oven'],[25]
S07_Brownie_0000105,S07,S07_Brownie,0 days 00:05:26.801000,0 days 00:05:26.801000,0 days 00:05:28.434000,9804,9853,take pan top,take,1,pan,26,"['pan', 'top']","[26, 39]"
S07_Brownie_0000106,S07,S07_Brownie,0 days 00:05:28.434000,0 days 00:05:28.434000,0 days 00:05:31.401000,9853,9942,put pan oven,put,2,pan,26,"['pan', 'oven']","[26, 25]"
S07_Brownie_0000107,S07,S07_Brownie,0 days 00:05:31.401000,0 days 00:05:31.401000,0 days 00:05:34.301000,9942,10029,close oven,close,3,oven,25,['oven'],[25]
S07_Brownie_0000108,S07,S07_Brownie,0 days 00:05:34.301000,0 days 00:05:34.301000,0 days 00:05:41.967000,10029,10259,turn-on oven,turn-on,8,oven,25,['oven'],[25]
S07_Eggs_0000001,S07,S07_Eggs,0 days 00:00:09.301000,0 days 00:00:09.301000,0 days 00:00:14.563000,279,436,open cupboard,open,0,cupboard,13,['cupboard'],[13]
S07_Eggs_0000002,S07,S07_Eggs,0 days 00:00:14.563000,0 days 00:00:14.563000,0 days 00:00:16.481000,436,494,take bowl cupboard,take,1,bowl,4,"['bowl', 'cupboard']","[4, 13]"
S07_Eggs_0000003,S07,S07_Eggs,0 days 00:00:16.481000,0 days 00:00:16.481000,0 days 00:00:16.987000,494,509,put bowl top,put,2,bowl,4,"['bowl', 'top']","[4, 39]"
S07_Eggs_0000004,S07,S07_Eggs,0 days 00:00:16.987000,0 days 00:00:16.987000,0 days 00:00:17.728000,509,531,close cupboard,close,3,cupboard,13,['cupboard'],[13]
S07_Eggs_0000005,S07,S07_Eggs,0 days 00:00:17.728000,0 days 00:00:17.728000,0 days 00:00:19.710000,531,591,transition top fridge,transition,4,top,39,"['top', 'fridge']","[39, 18]"
S07_Eggs_0000006,S07,S07_Eggs,0 days 00:00:19.710000,0 days 00:00:19.710000,0 days 00:00:20.997000,591,629,open fridge,open,0,fridge,18,['fridge'],[18]
S07_Eggs_0000007,S07,S07_Eggs,0 days 00:00:20.997000,0 days 00:00:20.997000,0 days 00:00:21.932000,629,657,open box,open,0,box,5,['box'],[5]
S07_Eggs_0000008,S07,S07_Eggs,0 days 00:00:21.932000,0 days 00:00:21.932000,0 days 00:00:23.295000,657,698,take shell:egg box,take,1,shell:egg,33,"['shell:egg', 'box']","[33, 5]"
S07_Eggs_0000009,S07,S07_Eggs,0 days 00:00:23.295000,0 days 00:00:23.295000,0 days 00:00:24.152000,698,724,close box,close,3,box,5,['box'],[5]
S07_Eggs_0000010,S07,S07_Eggs,0 days 00:00:24.152000,0 days 00:00:24.152000,0 days 00:00:25.621000,724,768,close fridge,close,3,fridge,18,['fridge'],[18]
S07_Eggs_0000011,S07,S07_Eggs,0 days 00:00:25.621000,0 days 00:00:25.621000,0 days 00:00:26.981000,768,809,transition fridge top,transition,4,fridge,18,"['fridge', 'top']","[18, 39]"
S07_Eggs_0000012,S07,S07_Eggs,0 days 00:00:26.981000,0 days 00:00:26.981000,0 days 00:00:27.834000,809,835,open drawer,open,0,drawer,15,['drawer'],[15]
S07_Eggs_0000013,S07,S07_Eggs,0 days 00:00:27.834000,0 days 00:00:27.834000,0 days 00:00:29.467000,835,884,take fork drawer,take,1,fork,17,"['fork', 'drawer']","[17, 15]"
S07_Eggs_0000014,S07,S07_Eggs,0 days 00:00:29.467000,0 days 00:00:29.467000,0 days 00:00:30.250000,884,907,close drawer,close,3,drawer,15,['drawer'],[15]
S07_Eggs_0000016,S07,S07_Eggs,0 days 00:00:31.632000,0 days 00:00:31.632000,0 days 00:00:32.899000,948,986,open shell:egg,open,0,shell:egg,33,['shell:egg'],[33]
S07_Eggs_0000017,S07,S07_Eggs,0 days 00:00:32.899000,0 days 00:00:32.899000,0 days 00:00:33.474000,986,1004,put fork top,put,2,fork,17,"['fork', 'top']","[17, 39]"
S07_Eggs_0000018,S07,S07_Eggs,0 days 00:00:33.474000,0 days 00:00:33.474000,0 days 00:00:36.084000,1004,1082,fill egg shell:egg bowl,fill,5,egg,16,"['egg', 'shell:egg', 'bowl']","[16, 33, 4]"
S07_Eggs_0000019,S07,S07_Eggs,0 days 00:00:36.084000,0 days 00:00:36.084000,0 days 00:00:37.675000,1082,1130,put shell:egg sink,put,2,shell:egg,33,"['shell:egg', 'sink']","[33, 34]"
S07_Eggs_0000020,S07,S07_Eggs,0 days 00:00:37.675000,0 days 00:00:37.675000,0 days 00:00:38.849000,1130,1165,take fork top,take,1,fork,17,"['fork', 'top']","[17, 39]"
S07_Eggs_0000021,S07,S07_Eggs,0 days 00:00:38.849000,0 days 00:00:38.849000,0 days 00:00:52.161000,1165,1564,mix bowl fork,mix,6,bowl,4,"['bowl', 'fork']","[4, 17]"
S07_Eggs_0000023,S07,S07_Eggs,0 days 00:00:54.326000,0 days 00:00:54.326000,0 days 00:00:55.463000,1629,1663,put fork bowl,put,2,fork,17,"['fork', 'bowl']","[17, 4]"
S07_Eggs_0000024,S07,S07_Eggs,0 days 00:00:55.463000,0 days 00:00:55.463000,0 days 00:00:56.733000,1663,1701,open cupboard,open,0,cupboard,13,['cupboard'],[13]
S07_Eggs_0000025,S07,S07_Eggs,0 days 00:00:56.733000,0 days 00:00:56.733000,0 days 00:00:57.921000,1701,1737,take cellar:salt cupboard,take,1,cellar:salt,10,"['cellar:salt', 'cupboard']","[10, 13]"
S07_Eggs_0000026,S07,S07_Eggs,0 days 00:00:57.921000,0 days 00:00:57.921000,0 days 00:00:59.071000,1737,1772,take cellar:salt cupboard,take,1,cellar:salt,10,"['cellar:salt', 'cupboard']","[10, 13]"
S07_Eggs_0000027,S07,S07_Eggs,0 days 00:00:59.071000,0 days 00:00:59.071000,0 days 00:00:59.571000,1772,1787,put cellar:salt top,put,2,cellar:salt,10,"['cellar:salt', 'top']","[10, 39]"
S07_Eggs_0000028,S07,S07_Eggs,0 days 00:00:59.571000,0 days 00:00:59.571000,0 days 00:01:03.292000,1787,1898,fill salt cellar:salt bowl,fill,5,salt,30,"['salt', 'cellar:salt', 'bowl']","[30, 10, 4]"
S07_Eggs_0000029,S07,S07_Eggs,0 days 00:01:03.292000,0 days 00:01:03.292000,0 days 00:01:04.078000,1898,1922,put cellar:salt top,put,2,cellar:salt,10,"['cellar:salt', 'top']","[10, 39]"
S07_Eggs_0000030,S07,S07_Eggs,0 days 00:01:04.078000,0 days 00:01:04.078000,0 days 00:01:05.261000,1922,1957,take cellar:salt top,take,1,cellar:salt,10,"['cellar:salt', 'top']","[10, 39]"
